session_id,auction_tier,date,hour,continuous_game_number,mode,schema_version,duration_seconds,termination_reason,round_count_observed,parse_quality_status,parse_limitation_count,protocol_status,protocol_parser_version,protocol_event_count,protocol_valid_event_count,protocol_unknown_event_count,protocol_schema_mismatch_count,protocol_settlement_valid,settlement_total,settlement_confidence,treasure_count,detected_value_sum,value_sum_difference,value_sum_matches,catalog_assignment_found,catalog_assignment_mode,catalog_independent_of_settlement_total,geometry_source,geometry_settlement_independent,final_occupied_cells,identity_review_item_count,clue_quality_conflict_count,treasure_blue_count,treasure_purple_count,treasure_gold_count,treasure_other_quality_count,treasure_1x1_count,treasure_1x2_count,treasure_2x1_count,treasure_2x2_count,treasure_other_size_count,treasure_value_min,treasure_value_median,treasure_value_mean,treasure_value_max,postgame_review_status,postgame_value_gate_status,postgame_value_gate_matches,final_treasure_review_status
session_55e1704cbc24c74c,S,2026-07-27,19,75,adb-observer,1,122.344,final-capture-complete,3,complete,3,,,,,,,,3348249,0.984427,25,3348249,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,84,0,0,4,6,11,4,4,1,4,1,15,2446,96819,133929.96,706471,pending_round_clue_review,matched,true,auto_confirmed
session_25240947d9c2a3f4,S,2026-07-27,19,76,adb-observer,1,175.734,final-capture-complete,3,complete,3,,,,,,,,6722927,0.976485,30,6722927,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,94,0,0,5,9,11,5,8,2,5,3,12,3797,104648.0,224097.566667,1680426,pending_round_clue_review,matched,true,auto_confirmed
session_16535aad56af9b1e,S,2026-07-27,19,77,adb-observer,1,283.547,final-capture-complete,5,needs_review,3,,,,,,,,6598878,0.976177,60,7897161,1298283,false,true,classifier,true,yolo26n_background_catalog_scored,true,188,3,0,13,23,17,7,11,4,9,10,26,1814,70278.0,131619.35,1307336,pending_final_treasure_review,mismatched,false,pending
session_e783af6ffa579e48,S,2026-07-27,20,78,adb-observer,1,179.609,final-capture-complete,3,complete,3,,,,,,,,4156006,0.991062,24,4156006,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,81,0,0,2,9,8,5,4,4,3,3,10,8454,121147.5,173166.916667,799999,pending_final_treasure_review,mismatched,false,pending
session_8b7c9656193e7fbf,S,2026-07-27,20,79,adb-observer,1,202.422,final-capture-complete,4,complete_with_identity_review,3,,,,,,,,5851506,0.984173,37,5851506,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,109,2,0,10,8,11,8,11,4,5,5,12,1814,61123,158148.810811,2557820,pending_round_clue_review,matched,true,auto_confirmed
session_62d49ed346ce47cd,S,2026-07-27,20,80,adb-observer,1,144.344,final-capture-complete,3,needs_review,3,,,,,,,,4597249,0.983786,48,4604528,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,168,1,0,11,15,17,5,8,5,7,7,21,3747,73106.0,95927.666667,302326,pending_final_treasure_review,mismatched,false,pending
session_d26649c4b5ac2803,S,2026-07-27,20,81,adb-observer,1,699.281,keyboard-interrupt,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_2915434baad287b0,S,2026-07-27,20,1,adb-observer,1,209.797,final-capture-complete,4,complete,3,,,,,,,,6666451,0.987789,47,6666451,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,146,0,0,13,13,17,4,8,9,7,4,19,2360,70278,141839.382979,1878833,pending_round_clue_review,matched,true,auto_confirmed
session_5c2dcad74f24bbf6,S,2026-07-27,20,2,adb-observer,1,256.281,final-capture-complete,5,complete,3,,,,,,,,3501249,0.997452,46,3501249,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,147,0,0,8,20,12,6,8,6,4,11,17,2446,70011.0,76114.108696,226538,pending_round_clue_review,matched,true,auto_confirmed
session_39d4f1c02b7deb5e,S,2026-07-27,20,3,adb-observer,1,200.0,final-capture-complete,5,complete,3,,,,,,,,5406545,0.980305,41,5406545,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,149,0,0,9,9,16,7,9,4,2,2,24,2446,71497,131866.95122,1486670,pending_round_clue_review,matched,true,auto_confirmed
session_ed8700cf291af08d,S,2026-07-27,20,4,adb-observer,1,60.469,final-capture-complete,1,complete,3,,,,,,,,3497619,0.99096,31,3497619,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,106,0,0,5,9,14,3,7,2,3,2,17,1814,79737,112826.419355,438654,pending_round_clue_review,matched,true,auto_confirmed
session_eea99abd9120d183,S,2026-07-27,20,5,adb-observer,1,54.906,final-capture-complete,1,complete,3,,,,,,,,3705679,0.982605,30,3705679,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,87,0,0,7,8,7,8,9,5,3,5,8,1814,42389.0,123522.633333,1956574,pending_round_clue_review,matched,true,auto_confirmed
session_bda79a417ea841d1,S,2026-07-27,20,6,adb-observer,1,77.891,final-capture-complete,2,complete,3,,,,,,,,1737707,0.99245,18,1737707,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,62,0,0,2,8,4,4,4,0,2,3,9,3747,68856.5,96539.277778,364855,pending_round_clue_review,matched,true,auto_confirmed
session_e38d73e6a21b418d,S,2026-07-27,20,7,adb-observer,1,253.656,final-capture-complete,5,complete_with_identity_review,3,,,,,,,,4410994,0.991559,26,4410994,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,92,1,0,2,12,6,6,5,3,1,7,10,3797,108262.5,169653.615385,1080961,pending_final_treasure_review,mismatched,false,pending
session_581a4a5b395c4334,S,2026-07-27,20,8,adb-observer,1,196.578,final-capture-complete,4,complete,3,,,,,,,,3012367,0.993184,29,3012367,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,110,0,0,8,8,10,3,2,4,3,4,16,5567,71497,103874.724138,438654,pending_round_clue_review,matched,true,auto_confirmed
session_101caf0fbdbc1b12,S,2026-07-27,20,9,adb-observer,1,47.234,final-capture-complete,1,complete,3,,,,,,,,1154018,0.991466,10,1154018,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,31,0,0,1,4,4,1,2,2,1,2,3,7982,99839.5,115401.8,302326,pending_round_clue_review,matched,true,auto_confirmed
session_3b17097dde649460,S,2026-07-27,20,10,adb-observer,1,65.688,final-capture-complete,1,complete,3,,,,,,,,1058253,0.995149,10,1058253,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,34,0,0,1,4,4,1,2,1,1,1,5,2446,93343.0,105825.3,226538,pending_round_clue_review,matched,true,auto_confirmed
session_abd5f8ae2e6a4709,S,2026-07-27,20,11,adb-observer,1,230.547,final-capture-complete,5,complete_with_identity_review,3,,,,,,,,5843866,0.974046,33,5843866,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,114,1,0,7,10,10,6,5,3,2,3,20,1814,85093,177086.848485,3061687,pending_round_clue_review,matched,true,auto_confirmed
session_a4b1366da0a1c416,S,2026-07-27,20,12,adb-observer,1,215.875,final-capture-complete,4,complete,3,,,,,,,,4296914,0.992446,60,4296914,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,192,0,0,16,20,14,10,16,10,3,3,28,1420,53986.0,71615.233333,302326,pending_round_clue_review,matched,true,auto_confirmed
session_78a5d282572eb5bc,S,2026-07-27,20,13,adb-observer,1,179.484,final-capture-complete,4,complete,3,,,,,,,,6060960,0.987702,35,6060960,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,117,0,0,5,12,15,3,8,4,3,2,18,6271,79737,173170.285714,2685114,pending_round_clue_review,matched,true,auto_confirmed
session_9e6ec652d6ca7809,S,2026-07-27,20,14,adb-observer,1,48.344,final-capture-complete,1,complete,3,,,,,,,,1944021,0.998307,22,1944021,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,67,0,0,5,8,7,2,7,2,2,1,10,1814,64024.5,88364.590909,452757,pending_round_clue_review,matched,true,auto_confirmed
session_c98b6881207a9a56,S,2026-07-27,20,15,adb-observer,1,213.984,final-capture-complete,5,complete,3,,,,,,,,6295717,0.989925,37,6295717,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,135,0,0,5,17,9,6,8,4,0,5,20,1814,73106,170154.513514,2539483,pending_round_clue_review,matched,true,auto_confirmed
session_ceedecf50e759c4a,S,2026-07-27,21,16,adb-observer,1,123.203,final-capture-complete,1,complete_with_identity_review,3,,,,,,,,5745155,0.936133,60,5745155,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,173,1,0,14,22,15,9,20,7,5,6,22,2446,70278.0,95752.583333,659511,pending_round_clue_review,matched,true,auto_confirmed
session_4d4dec4ad7dbb051,S,2026-07-27,21,17,adb-observer,1,130.093,final-capture-complete,3,complete_with_identity_review,3,,,,,,,,4491223,0.991445,32,4491223,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,99,1,0,7,6,13,6,9,2,3,5,13,2446,93012.0,140350.71875,1733281,pending_round_clue_review,matched,true,auto_confirmed
session_e983856d6c17cba4,S,2026-07-27,21,18,adb-observer,1,203.86,final-capture-complete,3,complete,3,,,,,,,,6738973,0.990154,53,6738973,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,145,0,0,12,20,14,7,16,5,2,4,26,1420,67435,127150.433962,1293299,pending_round_clue_review,matched,true,auto_confirmed
session_ba605fab7401659c,S,2026-07-27,21,19,adb-observer,1,163.297,final-capture-complete,2,complete_with_identity_review,3,,,,,,,,5538937,0.975721,42,5538937,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,136,1,0,6,15,14,7,9,4,5,7,17,3747,71425.0,131879.452381,1080961,pending_round_clue_review,matched,true,auto_confirmed
session_d4ec56b278a4438b,S,2026-07-27,21,20,adb-observer,1,239.532,final-capture-complete,5,complete,3,,,,,,,,6327245,0.987259,46,6327245,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,153,0,0,11,14,15,6,8,7,5,7,19,7982,71692.0,137548.804348,1486670,pending_round_clue_review,matched,true,auto_confirmed
session_6dd9ced3e1c9d294,S,2026-07-27,21,21,adb-observer,1,91.546,final-capture-complete,2,needs_review,3,,,,,,,,842561,0.998244,11,940628,98067,false,true,classifier,true,yolo26n_background_catalog_scored,true,31,1,0,2,5,3,1,3,0,2,0,6,2446,98067,85511.636364,183981,pending_final_treasure_review,mismatched,false,pending
session_b2631d2b47094156,S,2026-07-27,21,22,adb-observer,1,168.453,final-capture-complete,4,needs_review,3,,,,,,,,5013193,0.989033,45,5013193,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,145,0,1,9,17,8,11,13,4,4,8,16,1420,60614,111404.288889,878245,pending_round_clue_review,matched,true,auto_confirmed
session_b7f0853fd36348b9,S,2026-07-27,21,23,adb-observer,1,47.125,final-capture-complete,1,complete,3,,,,,,,,3433092,0.988817,19,3433092,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,71,0,0,3,7,6,3,0,1,2,5,11,2446,71497,180689.052632,1878833,pending_round_clue_review,matched,true,auto_confirmed
session_44a06fb407e59cd7,S,2026-07-27,21,24,adb-observer,1,139.625,final-capture-complete,3,complete_with_identity_review,3,,,,,,,,6073195,0.991658,41,6073195,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,123,1,0,5,16,12,8,14,3,3,4,17,1420,79737,148126.707317,1878833,pending_round_clue_review,matched,true,auto_confirmed
session_2735ca112268a551,S,2026-07-27,21,25,adb-observer,1,200.531,final-capture-complete,5,complete,3,,,,,,,,5911221,0.996779,35,5911221,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,118,0,0,7,15,10,3,5,2,6,4,18,7982,73106,168892.028571,1635681,pending_round_clue_review,matched,true,auto_confirmed
session_ce97887a57b080ca,S,2026-07-27,21,26,adb-observer,1,264.86,final-capture-complete,5,complete,3,,,,,,,,5903545,0.981891,43,5903545,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,141,0,0,3,20,9,11,3,10,7,2,21,6271,73106,137291.744186,1293299,pending_round_clue_review,matched,true,auto_confirmed
session_2e5d382d238dae6c,S,2026-07-27,21,27,adb-observer,1,196.875,final-capture-complete,4,complete,3,,,,,,,,5321814,0.98944,30,5321814,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,91,0,0,6,6,13,5,8,3,2,1,16,1420,106425.0,177393.8,992601,pending_round_clue_review,matched,true,auto_confirmed
session_13197160a2ebdd12,S,2026-07-27,21,28,adb-observer,1,186.453,final-capture-complete,4,needs_review,3,,,,,,,,5720200,0.978512,57,6076002,355802,false,true,classifier,true,yolo26n_background_catalog_scored,true,198,1,0,8,18,22,9,14,6,2,6,29,2360,93012,106596.526316,489972,pending_final_treasure_review,mismatched,false,pending
session_e423a7445b56b8a0,S,2026-07-27,21,29,adb-observer,1,63.828,final-capture-complete,1,complete,3,,,,,,,,946249,0.988309,10,946249,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,29,0,0,2,3,4,1,2,2,1,0,5,3844,82415.0,94624.9,302326,pending_round_clue_review,matched,true,auto_confirmed
session_09fd8ead7275507b,S,2026-07-27,21,30,adb-observer,1,150.89,final-capture-complete,3,needs_review,3,,,,,,,,4043844,0.990267,51,4043844,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,161,1,4,11,19,16,5,12,4,6,9,20,2446,69744,79291.058824,302326,pending_round_clue_review,matched,true,auto_confirmed
session_ce48758b3e5c5dbc,S,2026-07-27,21,31,adb-observer,1,43.282,final-capture-complete,1,complete,3,,,,,,,,638932,0.992422,10,638932,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,35,0,0,1,5,3,1,1,1,2,1,5,4507,60316.0,63893.2,142861,pending_round_clue_review,matched,true,auto_confirmed
session_3ac5f6fc47116314,S,2026-07-27,21,32,adb-observer,1,15.968,collector-error,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_1136f555593caa17,S,2026-07-28,0,1,adb-observer,1,234.203,final-capture-complete,5,complete,3,,,,,,,,5073650,0.974558,32,5073650,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,104,0,0,5,10,10,7,5,3,4,7,13,3797,74740.5,158551.5625,1878833,reviewed,matched,true,auto_confirmed
session_57b786c1b21f7951,S,2026-07-28,0,2,adb-observer,1,189.062,final-capture-complete,5,complete_with_identity_review,3,,,,,,,,5004508,0.967765,29,5004508,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,86,1,0,3,9,9,8,6,6,3,8,6,3844,85093,172569.241379,2394967,failed,,,
session_2c455ecc9d4bd525,S,2026-07-28,1,1,adb-observer,1,75.047,final-capture-complete,2,complete,3,,,,,,,,1124716,0.993395,15,1124716,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,50,0,0,3,7,4,1,2,2,1,6,4,11087,51756,74981.066667,225664,reviewed,matched,true,auto_confirmed
session_a22183b374caaf48,S,2026-07-28,1,2,adb-observer,1,127.546,final-capture-complete,3,complete,3,,,,,,,,4331522,0.977491,34,4331522,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,120,0,0,6,11,13,4,6,4,0,7,17,3747,78295.0,127397.705882,630423,reviewed,matched,true,auto_confirmed
session_539bd7bca70f82f5,S,2026-07-28,1,3,adb-observer,1,62.016,final-capture-complete,1,complete,3,,,,,,,,4807674,0.992191,18,4807674,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,66,0,0,5,3,5,5,1,5,1,5,6,1420,94369.0,267093.0,1878833,reviewed,matched,true,auto_confirmed
session_9f81a08131bc7d05,S,2026-07-28,1,4,adb-observer,1,56.734,final-capture-complete,1,complete_with_identity_review,3,,,,,,,,4852663,0.984771,24,4852663,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,82,1,0,7,4,8,5,4,5,1,3,11,3844,96413.5,202194.291667,2557820,reviewed,matched,true,auto_confirmed
session_9596399c751599b1,S,2026-07-28,1,5,adb-observer,1,151.718,final-capture-complete,3,needs_review,3,,,,,,,,5920938,0.988526,35,5237753,-683185,false,true,classifier,true,yolo26n_background_catalog_scored,true,99,1,0,7,11,10,7,10,5,0,7,13,1420,92730,149650.085714,1307336,final_total_conflict,mismatched,false,conflict
session_4f968302f1d77d32,S,2026-07-28,1,6,adb-observer,1,58.532,final-capture-complete,1,needs_review,3,,,,,,,,2586657,0.986526,12,2593936,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,44,1,0,1,4,4,3,3,2,0,1,6,7279,85349.5,216161.333333,1561430,final_total_conflict,mismatched,false,conflict
session_11a85ea1c609219e,S,2026-07-28,1,7,adb-observer,1,180.0,final-capture-complete,4,complete,3,,,,,,,,4213654,0.989873,37,4213654,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,133,0,0,5,13,14,5,6,5,4,4,18,1420,92730,113882.540541,776546,reviewed,matched,true,auto_confirmed
session_586c6cfd0899624b,S,2026-07-28,1,8,adb-observer,1,130.172,final-capture-complete,2,complete,3,,,,,,,,4229425,0.996345,42,4229425,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,131,0,0,12,16,9,5,6,4,7,7,18,3844,64024.5,100700.595238,971708,reviewed,matched,true,auto_confirmed
session_ec01daec483ab35e,S,2026-07-28,1,9,adb-observer,1,239.734,final-capture-complete,5,complete,3,,,,,,,,5947256,0.985567,37,5947256,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,127,0,0,9,9,16,3,8,5,1,2,21,2446,98067,160736.648649,1561430,reviewed,matched,true,auto_confirmed
session_0da5384c421972b8,S,2026-07-28,1,10,adb-observer,1,220.171,final-capture-complete,4,needs_review,3,,,,,,,,3535590,0.970104,35,3465312,-70278,false,true,classifier,true,yolo26n_background_catalog_scored,true,117,0,1,9,10,10,6,6,3,5,5,16,2360,67435,99008.914286,971708,final_total_conflict,mismatched,false,conflict
session_fd1e53937bbb98a6,S,2026-07-28,1,11,adb-observer,1,75.266,final-capture-complete,1,needs_review,3,,,,,,,,6832258,0.9738,38,7315545,483287,false,true,classifier,true,yolo26n_background_catalog_scored,true,122,2,0,5,11,13,9,10,6,4,2,16,1814,71497.0,192514.342105,2539483,final_total_conflict,mismatched,false,conflict
session_07b64631714bdadd,S,2026-07-28,1,12,adb-observer,1,157.516,final-capture-complete,3,complete_with_identity_review,3,,,,,,,,5575042,0.987249,36,5575042,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,105,1,0,8,13,10,5,10,1,5,5,15,1420,96008.0,154862.277778,2394967,reviewed,matched,true,auto_confirmed
session_45dcf2defbb7a6c1,S,2026-07-28,1,13,adb-observer,1,248.406,final-capture-complete,5,complete,3,,,,,,,,6020271,0.99801,37,6020271,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,124,0,0,4,11,15,7,7,1,5,9,15,3797,96008,162710.027027,1307336,reviewed,matched,true,auto_confirmed
session_7f39e05ae1860ee3,S,2026-07-28,1,14,adb-observer,1,119.406,final-capture-complete,3,complete,3,,,,,,,,2331084,0.994547,14,2331084,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,47,0,0,1,5,6,2,3,0,2,4,5,4507,131792.0,166506.0,799999,reviewed,matched,true,auto_confirmed
session_7cf5f4728f640116,S,2026-07-28,1,15,adb-observer,1,206.156,final-capture-complete,3,needs_review,3,,,,,,,,6057686,0.99035,60,6057686,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,195,0,1,8,29,17,6,9,8,3,5,35,1420,70278.0,100961.433333,706471,reviewed,matched,true,auto_confirmed
session_a3f8826cf93ce931,S,2026-07-28,1,16,adb-observer,1,220.765,final-capture-complete,5,complete,3,,,,,,,,6974472,0.990615,45,6974472,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,0,0,8,15,14,8,6,8,11,10,10,4507,93012,154988.266667,1635681,reviewed,matched,true,auto_confirmed
session_051fdda86f55f51c,S,2026-07-28,1,17,adb-observer,1,196.968,final-capture-complete,4,needs_review,3,,,,,,,,5941915,0.994573,60,7021923,1080008,false,true,classifier,true,yolo26n_background_catalog_scored,true,195,2,0,9,30,15,6,12,4,6,7,31,2446,76421.5,117032.05,1083805,final_total_conflict,mismatched,false,conflict
session_121b94c691621b28,S,2026-07-28,1,18,adb-observer,1,276.547,final-capture-complete,5,needs_review,3,,,,,,,,6776916,0.991406,49,9160296,2383380,false,true,classifier,true,yolo26n_background_catalog_scored,true,177,2,3,11,14,14,10,9,6,5,8,21,1420,71497,186944.816327,2999999,final_total_conflict,mismatched,false,conflict
session_07c890c8ac5f1c10,S,2026-07-28,1,19,adb-observer,1,215.625,final-capture-complete,4,complete_with_identity_review,3,,,,,,,,6781314,0.985006,37,6781314,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,131,2,0,6,9,15,7,8,2,1,9,17,2446,109576,183278.756757,1561430,reviewed,matched,true,auto_confirmed
session_8196c76477ee3e27,S,2026-07-28,2,20,adb-observer,1,77.359,final-capture-complete,1,needs_review,3,,,,,,,,5809931,0.992105,60,7108214,1298283,false,true,classifier,true,yolo26n_background_catalog_scored,true,182,1,0,12,19,20,9,14,8,7,3,28,1420,72301.5,118470.233333,1307336,final_total_conflict,mismatched,false,conflict
